,Question,Generated Answer,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,BERT,Inference Time
10,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.00033546262790251185,0.1111111111111111,1,9,0.0,0.0,0.0,0.0,[0.013349705375730991],0.7370030879974365
11,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?, 504 arca Buddha,0.2635971381157267,"[1.0, 1.0]",0.2635971381157267,0.42857142857142855,3,7,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,[0.7642239332199097],1.233576774597168
12,Di mana stupa utama terbesar Candi Borobudur berada?," Stupa utama terbesar Candi Borobudur berada di tengah, memahkotai bangunan ini, dan dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.28817177739479577,"[0.30952380952380953, 0.2682926829268293]",1.0,3.230769230769231,42,13,0.4583333333333333,0.4347826086956522,0.4583333333333333,0.4583333333333333,[0.807106614112854],6.300642490386963
13,Bagaimana stupa utama tersebut dihiasi?," Stupa utama terbesar berada di tengah, memahkotai bangunan ini, dan dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.7337993857053429,"[0.75, 0.717948717948718]",1.0,1.3333333333333333,40,30,0.870967741935484,0.8333333333333333,0.870967741935484,0.870967741935484,[0.8828036189079285],6.797640085220337
14,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,Undefined,0.0,"[0.0, 0.0]",6.14421235332821e-06,0.07692307692307693,1,13,0.0,0.0,0.0,0.0,[-0.06553271412849426],0.7336821556091309
15,Apa jabatan dari Sir Thomas Stamford Raffles?, Sir Thomas Stamford Raffles adalah Gubernur Jenderal Inggris di Jawa.,0.4264014327112209,"[0.45454545454545453, 0.4]",1.0,2.2,11,5,0.6666666666666666,0.6153846153846153,0.6666666666666666,0.6666666666666666,[0.7249177694320679],2.0255284309387207
16,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?, Arca Buddha di dalam 72 stupa berlubang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).,0.7625866911626911,"[0.8076923076923077, 0.72]",1.0,1.2380952380952381,26,21,0.878048780487805,0.7692307692307693,0.878048780487805,0.878048780487805,[0.9753968715667725],3.896268367767334
17,Kapan Candi Borobudur ditinggalkan?, Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok.,0.2961744388795462,"[0.3157894736842105, 0.2777777777777778]",1.0,3.1666666666666665,19,6,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,[0.8186888098716736],3.3639798164367676
18,Mengapa Candi Borobudur ditinggalkan,Undefined,0.0,"[0.0, 0.0]",5.602796437537268e-09,0.05,1,20,0.0,0.0,0.0,0.0,[-0.0942072793841362],0.7385098934173584
19,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?," Borobudur masih menjadi tempat ziarah keagamaan, di mana setiap tahun umat Buddha dari seluruh Indonesia dan mancanegara berkumpul untuk memperingati Trisuci Waisak.",0.8214206046206882,"[0.9166666666666666, 0.8695652173913043]",0.9200444146293233,0.9230769230769231,24,26,0.888888888888889,0.8372093023255814,0.888888888888889,0.888888888888889,[0.9556949734687805],3.807419776916504
20,Dimana letak Candi Borobudur?," Candi Borobudur terletak di Magelang, Jawa Tengah, Indonesia.",0.9045340337332909,"[0.9090909090909091, 0.9]",1.0,1.1,11,10,1.0,1.0,1.0,1.0,[0.9973240494728088],2.027700662612915
21,Kapan Candi Borobudur dibangun?, Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra.,0.5773502691896258,"[0.6, 0.5555555555555556]",1.0,1.6666666666666667,10,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.8774054646492004],2.3743534088134766
22,Siapa yang membangun Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.006737946999085467,0.16666666666666666,1,6,0.0,0.0,0.0,0.0,[-0.15352517366409302],0.6534435749053955
23,Apa fungsi utama Candi Borobudur?," Borobudur memiliki fungsi utama sebagai tempat ibadah bagi umat Buddha. Selain itu, bangunan ini juga merupakan karya arsitektur yang menakjubkan, dengan struktur yang mencerminkan perpaduan antara arsitektur Indonesia dan seni India.",0.09166984970282112,"[0.14285714285714285, 0.058823529411764705]",1.0,4.375,35,8,0.2564102564102564,0.10810810810810811,0.2564102564102564,0.2564102564102564,[0.8045759201049805],4.820138931274414
24,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?"," Selain menjadi tempat ibadah ajaran Buddha, fungsi Candi Borobudur adalah sebagai karya arsitektur yang menakjubkan.",0.2572478777137633,"[0.5294117647058824, 0.125]",1.0,1.3076923076923077,17,13,0.5384615384615385,0.16666666666666666,0.5384615384615385,0.5384615384615385,[0.9469099640846252],3.004373073577881
25,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?",Undefined,0.0,"[0.0, 0.0]",1.1253517471925912e-07,0.058823529411764705,1,17,0.0,0.0,0.0,0.0,[-0.020000845193862915],0.7069039344787598
26,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?," Borobudur merupakan candi Buddha terbesar di dunia yang dibangun pada abad ke-9 oleh Dinasti Sailendra. Candi ini tidak hanya sebagai tempat ibadah, tetapi juga sebagai karya arsitektur yang menakjubkan. Elegan berdiri di puncak bukit, candi ini dikelilingi oleh hutan hijau yang menciptakan suasana damai. Keindahan strukturnya tercermin dalam perpaduan antara arsitektur Indonesia dan seni India.",0.1342862125657206,"[0.18032786885245902, 0.1]",1.0,4.066666666666666,61,15,0.2857142857142857,0.14705882352941177,0.2571428571428572,0.2571428571428572,[0.7983972430229187],9.258606433868408
27,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.01852639578282833],0.6656355857849121
28,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.0,0.0,0.0,0.0,[-0.08016626536846161],0.7107231616973877
29,Bagaimana struktur kompleks Candi Borobudur terdiri?," Kompleks Candi Borobudur terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya mengandung 504 arca Buddha.",0.4714045207910317,"[0.5, 0.4444444444444444]",1.0,1.75,28,16,0.6829268292682926,0.6666666666666666,0.6829268292682926,0.6829268292682926,[0.9329560399055481],4.909075498580933
30,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.00033546262790251185,0.1111111111111111,1,9,0.0,0.0,0.0,0.0,[0.013349705375730991],0.6567807197570801
31,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.06060948967933655],0.6538205146789551
32,Di mana stupa utama terbesar Candi Borobudur berada?," Stupa utama terbesar Candi Borobudur berada di tengah, memuncakkan bangunan ini, dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai dengan mudra Dharmachakra (memutar roda dharma).",0.2699527623995085,"[0.3076923076923077, 0.23684210526315788]",1.0,3.0,39,13,0.4444444444444445,0.372093023255814,0.4444444444444445,0.4444444444444445,[0.7857094407081604],6.852553844451904
33,Bagaimana stupa utama tersebut dihiasi?," Stupa utama terbesar berada di tengah, memuncakkan bangunan ini, dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai dengan mudra Dharmachakra (memutar roda dharma).",0.6677918432759912,"[0.7297297297297297, 0.6111111111111112]",1.0,1.2333333333333334,37,30,0.8135593220338982,0.6666666666666667,0.8135593220338982,0.8135593220338982,[0.8741376996040344],5.593838930130005
34,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,Undefined,0.0,"[0.0, 0.0]",6.14421235332821e-06,0.07692307692307693,1,13,0.0,0.0,0.0,0.0,[-0.06553271412849426],0.7252187728881836
35,Apa jabatan dari Sir Thomas Stamford Raffles?, Sir Thomas Stamford Raffles merupakan Gubernur Jenderal Inggris di Jawa.,0.4264014327112209,"[0.45454545454545453, 0.4]",1.0,2.2,11,5,0.6666666666666666,0.6153846153846153,0.6666666666666666,0.6666666666666666,[0.7151683568954468],1.9272429943084717
36,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?, Arca Buddha tengah duduk dalam posisi teratai dengan mudra Dharmachakra (memutar roda dharma).,0.6066236329939725,"[0.9375, 0.7333333333333333]",0.7316156289466418,0.7619047619047619,16,21,0.7741935483870968,0.5517241379310345,0.7741935483870968,0.7741935483870968,[0.8998284935951233],2.550632953643799
37,Kapan Candi Borobudur ditinggalkan?,Undefined,0.0,"[0.0, 0.0]",0.006737946999085467,0.16666666666666666,1,6,0.0,0.0,0.0,0.0,[-0.09126859158277512],0.7201509475708008
38,Mengapa Candi Borobudur ditinggalkan,Undefined,0.0,"[0.0, 0.0]",5.602796437537268e-09,0.05,1,20,0.0,0.0,0.0,0.0,[-0.0942072793841362],0.6528270244598389
39,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?," Borobudur tetap menjadi tempat ziarah keagamaan, di mana setiap tahun umat Buddha dari seluruh Indonesia dan luar negeri berkumpul untuk merayakan Trisuci Waisak.",0.639725133864596,"[0.76, 0.5833333333333334]",0.9607894391523232,0.9615384615384616,25,26,0.7391304347826085,0.5454545454545454,0.7391304347826085,0.7391304347826085,[0.941287100315094],3.7801105976104736
40,Dimana letak Candi Borobudur?," Candi Borobudur terletak di Magelang, Jawa Tengah, Indonesia.",0.9045340337332909,"[0.9090909090909091, 0.9]",1.0,1.1,11,10,1.0,1.0,1.0,1.0,[0.9973240494728088],2.5132648944854736
41,Kapan Candi Borobudur dibangun?, Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra.,0.5773502691896258,"[0.6, 0.5555555555555556]",1.0,1.6666666666666667,10,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.8774054646492004],2.0570919513702393
42,Siapa yang membangun Candi Borobudur?, Dinasti Sailendra membangun Candi Borobudur pada abad ke-9.,0.33333333333333337,"[0.4444444444444444, 0.25]",1.0,1.5,9,6,0.5333333333333333,0.3076923076923077,0.26666666666666666,0.26666666666666666,[0.9385443925857544],1.8451590538024902
43,Apa fungsi utama Candi Borobudur?," Candi Borobudur awalnya berfungsi sebagai tempat ibadah Buddha, tetapi juga memiliki nilai arsitektur yang luar biasa.",0.24253562503633297,"[0.3333333333333333, 0.17647058823529413]",1.0,2.25,18,8,0.5,0.27272727272727276,0.5,0.5,[0.8519177436828613],3.695791721343994
44,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?"," Selain menjadi tempat ibadah ajaran Buddha, fungsi Candi Borobudur adalah memiliki nilai arsitektur yang luar biasa.",0.2286647801900118,"[0.4444444444444444, 0.11764705882352941]",1.0,1.3846153846153846,18,13,0.4444444444444444,0.16,0.4444444444444444,0.4444444444444444,[0.9107829928398132],2.864682674407959
45,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?"," Deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit, adalah sebuah monumen bersejarah yang merupakan simbol kekayaan budaya Indonesia. Dibangun pada abad ke-9 oleh Dinasti Sailendra, candi ini awalnya berfungsi sebagai tempat ibadah Buddha, tetapi juga memiliki nilai arsitektur yang luar biasa. Candi Borobudur terletak di puncak bukit yang dikelilingi oleh pepohonan hijau. Perpaduan unik antara arsitektur Indonesia dan seni India tercermin dalam keindahan struktur candi ini. Candi ini memiliki sembilan tingkat yang dihiasi dengan relief batu yang kompleks. Relief-relief ini menggambarkan ajaran Buddha dan cerita rakyat Jawa. Kompleks candi terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar. Dindingnya dihiasi dengan 2.672 panel relief, dan aslinya memiliki 504 arca Buddha. Stupa utama terbesar berada di tengah, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma). Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur. Candi ini ditemukan kembali pada tahun 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris di Jawa. Sejak saat itu, Candi Borobudur menjadi salah satu destinasi wisata paling populer di Indonesia. Borobudur masih menjadi tempat ziarah keagamaan bagi umat Buddha dari seluruh dunia. Setiap tahun, umat Buddha berkumpul di Candi Borobudur untuk memperingati Trisuci Waisak, hari suci umat Buddha yang memperingati kelahiran, pencerahan, dan kematian Buddha Gautama.",0.03929887459459297,"[0.05, 0.03088803088803089]",1.0,15.294117647058824,260,17,0.08764940239043825,0.04819277108433735,0.0796812749003984,0.0796812749003984,[0.38921746611595154],38.02469444274902
46,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?,Undefined,0.0,"[0.0, 0.0]",8.315287191035679e-07,0.06666666666666667,1,15,0.0,0.0,0.0,0.0,[-0.156159445643425],0.7171816825866699
47,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.01852639578282833],0.6660141944885254
48,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.0,0.0,0.0,0.0,[-0.08016626536846161],0.6914122104644775
49,Bagaimana struktur kompleks Candi Borobudur terdiri?," Kompleks candi terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar. Dindingnya dihiasi dengan 2.672 panel relief, dan aslinya memiliki 504 arca Buddha. Stupa utama terbesar berada di tengah, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.18383188740373874,"[0.19047619047619047, 0.1774193548387097]",1.0,3.9375,63,16,0.3611111111111111,0.3142857142857143,0.3611111111111111,0.3611111111111111,[0.8768581748008728],8.790626525878906
50,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.00033546262790251185,0.1111111111111111,1,9,0.0,0.0,0.0,0.0,[0.013349705375730991],0.7684197425842285
51,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.06060948967933655],0.7015869617462158
52,Di mana stupa utama terbesar Candi Borobudur berada?," Stupa utama terbesar Candi Borobudur berada di tengah, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.24507154069793594,"[0.2702702702702703, 0.2222222222222222]",1.0,2.8461538461538463,37,13,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.36363636363636365,[0.674080491065979],5.652265310287476
53,Bagaimana stupa utama tersebut dihiasi?, Stupa utama di Candi Borobudur dihiasi dengan relief batu yang kompleks. Relief-relief ini menggambarkan ajaran Buddha dan cerita rakyat Jawa.,0.07921900280275349,"[0.2727272727272727, 0.047619047619047616]",0.6951439283988786,0.7333333333333333,22,30,0.20833333333333334,0.043478260869565216,0.16666666666666666,0.16666666666666666,[0.6697831153869629],3.6434569358825684
54,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,Undefined,0.0,"[0.0, 0.0]",6.14421235332821e-06,0.07692307692307693,1,13,0.0,0.0,0.0,0.0,[-0.06553271412849426],0.7446620464324951
55,Apa jabatan dari Sir Thomas Stamford Raffles?, Sir Thomas Stamford Raffles adalah Gubernur Jenderal Inggris di Jawa.,0.4264014327112209,"[0.45454545454545453, 0.4]",1.0,2.2,11,5,0.6666666666666666,0.6153846153846153,0.6666666666666666,0.6666666666666666,[0.7249177694320679],1.9142212867736816
56,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?,Undefined,0.0,"[0.0, 0.0]",2.061153622438558e-09,0.047619047619047616,1,21,0.0,0.0,0.0,0.0,[0.0064358459785580635],0.7383344173431396
57,Kapan Candi Borobudur ditinggalkan?, Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur.,0.35355339059327373,"[0.375, 0.3333333333333333]",1.0,2.6666666666666665,16,6,0.6086956521739131,0.5714285714285715,0.6086956521739131,0.6086956521739131,[0.8561496734619141],3.0688979625701904
58,Mengapa Candi Borobudur ditinggalkan,Undefined,0.0,"[0.0, 0.0]",5.602796437537268e-09,0.05,1,20,0.0,0.0,0.0,0.0,[-0.0942072793841362],0.7375028133392334
59,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?," Borobudur masih menjadi tempat ziarah keagamaan bagi umat Buddha dari seluruh dunia. Setiap tahun, umat Buddha berkumpul di Candi Borobudur untuk memperingati Trisuci Waisak, hari suci umat Buddha yang memperingati kelahiran, pencerahan, dan kematian Buddha Gautama.",0.38254602783800296,"[0.5, 0.2926829268292683]",1.0,1.6153846153846154,42,26,0.6101694915254238,0.42105263157894735,0.5084745762711865,0.5084745762711865,[0.91009122133255],6.809648036956787
60,Dimana letak Candi Borobudur?," Candi Borobudur berlokasi di Magelang, Jawa Tengah, Indonesia.",0.7567874686642695,"[0.8181818181818182, 0.7]",1.0,1.1,11,10,0.875,0.7142857142857143,0.875,0.875,[0.9930887818336487],2.0592527389526367
61,Kapan Candi Borobudur dibangun?, Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra.,0.5773502691896258,"[0.6, 0.5555555555555556]",1.0,1.6666666666666667,10,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.8774054646492004],1.971949815750122
62,Siapa yang membangun Candi Borobudur?, Dinasti Sailendra,0.1353352832366127,"[1.0, 1.0]",0.1353352832366127,0.3333333333333333,2,6,0.5,0.33333333333333337,0.5,0.5,[0.7419098019599915],1.0180609226226807
63,Apa fungsi utama Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0009118819655545162,0.125,1,8,0.0,0.0,0.0,0.0,[-0.08705698698759079],0.7197091579437256
64,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?"," Selain menjadi tempat ibadah ajaran Buddha, fungsi Candi Borobudur adalah sebagai karya arsitektur yang memukau.",0.2572478777137633,"[0.5294117647058824, 0.125]",1.0,1.3076923076923077,17,13,0.5384615384615385,0.16666666666666666,0.5384615384615385,0.5384615384615385,[0.9499794840812683],2.7674474716186523
65,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?"," Candi Borobudur, yang berlokasi di Magelang, Jawa Tengah, Indonesia, merupakan sebuah monumen spektakuler yang mencerminkan kekayaan warisan budaya daerah tersebut. Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini bukan hanya sebagai tempat ibadah, melainkan juga sebagai karya arsitektur yang memukau. Terletak dengan anggun di puncak bukit, candi ini dikelilingi oleh hamparan pepohonan hijau yang menciptakan suasana damai.",0.18144866273433172,"[0.22058823529411764, 0.14925373134328357]",1.0,4.0,68,17,0.3513513513513513,0.25000000000000006,0.3513513513513513,0.3513513513513513,[0.586337149143219],10.162796020507812
66,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?, Struktur unik dan relief kompleks yang dihiasi di setiap tingkat membuat Candi Borobudur menjadi sebuah keajaiban arsitektur.,0.28005601680560194,"[0.4444444444444444, 0.17647058823529413]",1.0,1.2,18,15,0.45161290322580644,0.20689655172413793,0.3225806451612903,0.3225806451612903,[0.8379367589950562],2.864872932434082
67,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.01852639578282833],0.7271742820739746
68,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.0,0.0,0.0,0.0,[-0.08016626536846161],0.7030086517333984
69,Bagaimana struktur kompleks Candi Borobudur terdiri?," Kompleks Candi Borobudur terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya memuat 504 arca Buddha. Stupa utama terbesar berada di tengah, menjadi puncak bangunan ini, dan dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.19202721492810995,"[0.20588235294117646, 0.1791044776119403]",1.0,4.25,68,16,0.3684210526315789,0.35135135135135137,0.3684210526315789,0.3684210526315789,[0.9004802703857422],10.27711033821106
70,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.00033546262790251185,0.1111111111111111,1,9,0.0,0.0,0.0,0.0,[0.013349705375730991],0.7173640727996826
71,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,Undefined,0.0,"[0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.06060948967933655],0.7209868431091309
