,Question,Generated Answer,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,BERT,Inference Time
10,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,"2672 panel reliefContext: Candi Borobudur, yang terletak di Magelang, Jawa Tengah, Indonesia, merupakan sebuah monumen megah yang melambangkan kekayaan warisan budaya daerah tersebut Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini tidak hanya berfungsi sebagai tempat ibadah, melainkan juga sebagai keajaiban a",0.0,"[0.06, 0.02040816326530612, 0.0, 0.0]",1.0,5.555555555555555,50,9,0.11320754716981131,0.03921568627450981,0.07547169811320754,0.07547169811320754,[0.7327690124511719],7.268717288970947
11,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,504 arca Buddha,0.0,"[1.0, 1.0, 1.0, 0.0]",0.2635971381157267,0.42857142857142855,3,7,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,[0.7642239332199097],6.932533264160156
12,Di mana stupa utama terbesar Candi Borobudur berada?,"Stupa utama terbesar berada di tengah, memahkotai bangunan ini, dan dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma)",0.17659857710927052,"[0.2564102564102564, 0.21052631578947367, 0.16216216216216217, 0.1111111111111111]",1.0,3.0,39,13,0.39130434782608686,0.3181818181818182,0.39130434782608686,0.39130434782608686,[0.6992242336273193],6.661558151245117
13,Bagaimana stupa utama tersebut dihiasi?,Stupa utama dihiasi dengan 504 arca Buddha,0.0,"[0.7142857142857143, 0.3333333333333333, 0.0, 0.0]",0.03741385136723659,0.23333333333333334,7,30,0.2941176470588235,0.125,0.23529411764705882,0.23529411764705882,[0.7827306985855103],6.818922519683838
14,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,"Sir Thomas Stamford Raffles, Gubernur Jenderal Inggris di Jawa",0.19460627138785044,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",0.740818220681718,0.7692307692307693,10,13,0.380952380952381,0.3157894736842105,0.380952380952381,0.380952380952381,[0.6564833521842957],7.3262779712677
15,Apa jabatan dari Sir Thomas Stamford Raffles?,"Gubernur Jenderal Inggris di JawaContext: Candi Borobudur, yang terletak di Magelang, Jawa Tengah, Indonesia, merupakan sebuah monumen megah yang melambangkan kekayaan warisan budaya daerah tersebut Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini tidak hanya berfungsi sebagai tempat ibadah, melainkan juga sebaga",0.04826741258911655,"[0.1, 0.061224489795918366, 0.041666666666666664, 0.02127659574468085]",1.0,10.0,50,5,0.20408163265306123,0.1276595744680851,0.20408163265306123,0.20408163265306123,[0.49426963925361633],7.221168279647827
16,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?,"Posisi: Duduk bersila dengan tangan terangkat ke atas, menunjukkan mudra Dharmachakra (memutar roda dharma) Mudra: Dharmachakra (memutar roda dharma)",0.23423016820418144,"[0.34615384615384615, 0.24, 0.20833333333333334, 0.17391304347826086]",1.0,1.2380952380952381,26,21,0.4864864864864865,0.28571428571428575,0.43243243243243246,0.43243243243243246,[0.7339796423912048],6.569500207901001
17,Kapan Candi Borobudur ditinggalkan?,Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok,0.2646015952359329,"[0.3333333333333333, 0.29411764705882354, 0.25, 0.2]",1.0,3.0,18,6,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,[0.8177922964096069],6.545374155044556
18,Mengapa Candi Borobudur ditinggalkan,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",5.602796437537268e-09,0.05,1,20,0.0,0.0,0.0,0.0,[-0.0942072793841362],7.250745534896851
19,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?,"Candi Borobudur merupakan tempat ziarah keagamaan bagi umat Buddha dari seluruh Indonesia dan mancanegara Setiap tahun, umat Buddha berkumpul untuk memperingati Trisuci Waisak",0.43407615965869023,"[0.75, 0.5652173913043478, 0.4090909090909091, 0.2857142857142857]",0.9200444146293233,0.9230769230769231,24,26,0.7391304347826085,0.5909090909090909,0.7391304347826085,0.7391304347826085,[0.9445371627807617],7.233428239822388
20,Dimana letak Candi Borobudur?,"Candi Borobudur terletak di Magelang, Jawa Tengah, Indonesia",1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,10,10,1.0,1.0,1.0,1.0,[1.0000001192092896],6.594627857208252
21,Kapan Candi Borobudur dibangun?,Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra,0.5873949094699213,"[0.6666666666666666, 0.625, 0.5714285714285714, 0.5]",1.0,1.5,9,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.878574550151825],6.588221311569214
22,Siapa yang membangun Candi Borobudur?,Dinasti Sailendra,0.0,"[1.0, 1.0, 0.0, 0.0]",0.1353352832366127,0.3333333333333333,2,6,0.5,0.33333333333333337,0.5,0.5,[0.7419098019599915],7.7165398597717285
23,Apa fungsi utama Candi Borobudur?,Candi Borobudur adalah tempat ibadah bagi umat Buddha,0.0,"[0.625, 0.2857142857142857, 0.0, 0.0]",1.0,1.0,8,8,0.625,0.2857142857142857,0.625,0.625,[0.9680984616279602],7.134230375289917
24,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?","Candi Borobudur merupakan tempat ibadah ajaran Buddha, tetapi juga karya arsitektur yang menakjubkan Elegan berdiri di puncak bukit, candi ini dikelilingi oleh hutan hijau yang menciptakan suasana damai Keindahan strukturnya tercermin dalam perpaduan antara arsitektur Indonesia dan seni India Terdiri dari sembilan platfor",0.0,"[0.15555555555555556, 0.045454545454545456, 0.0, 0.0]",1.0,3.4615384615384617,45,13,0.22222222222222218,0.07692307692307693,0.14814814814814814,0.14814814814814814,[0.6928743720054626],6.995131969451904
25,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?","Suasana di sekitar Candi Borobudur, khususnya di puncak bukit, terasa damai Elegan berdiri di puncak bukit, candi ini dikelilingi oleh hutan hijau yang menciptakan suasana damai Keindahan strukturnya tercermin dalam perpaduan antara arsitektur Indonesia dan seni India Terdiri dari sembilan platform bertingka",0.14722500792577722,"[0.3111111111111111, 0.18181818181818182, 0.11627906976744186, 0.07142857142857142]",1.0,2.6470588235294117,45,17,0.4912280701754386,0.29090909090909095,0.4210526315789473,0.4210526315789473,[0.7991804480552673],6.500905513763428
26,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?,"Candi Borobudur adalah sebuah keajaiban arsitektur karena memiliki arsitektur yang menakjubkan Bangunan ini bukan hanya tempat ibadah, tetapi juga karya arsitektur yang menakjubkan Elegan berdiri di puncak bukit, candi ini dikelilingi oleh hutan hijau yang menciptakan suasana damai Keindahan strukturnya tercermin dala",0.0,"[0.13636363636363635, 0.06976744186046512, 0.023809523809523808, 0.0]",1.0,2.933333333333333,44,15,0.21428571428571427,0.1111111111111111,0.21428571428571427,0.21428571428571427,[0.7634623646736145],6.646496295928955
27,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Candi Borobudur memiliki sembilan platform bertingkat,0.846481724890614,"[1.0, 1.0, 1.0, 1.0]",0.846481724890614,0.8571428571428571,6,7,1.0,1.0,1.0,1.0,[0.9949929714202881],7.22228479385376
28,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.0,0.0,0.0,0.0,[-0.08016626536846161],7.1091508865356445
29,Bagaimana struktur kompleks Candi Borobudur terdiri?,"Candi Borobudur terdiri dari sembilan platform bertingkat, setiap tingkatnya dihiasi dengan relief batu kompleks yang menceritakan ajaran Buddha dan cerita rakyat Jawa Kompleks ini terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2672 panel relief, dan aslinya mengandung",0.25527791830955215,"[0.30434782608695654, 0.26666666666666666, 0.25, 0.20930232558139536]",1.0,2.875,46,16,0.4827586206896553,0.42857142857142855,0.44827586206896547,0.44827586206896547,[0.8764833807945251],6.481685400009155
30,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,"2672 panel reliefContext: Candi Borobudur, yang berlokasi di Magelang, Jawa Tengah, Indonesia, merupakan monumen megah yang mencitrakan kekayaan warisan budaya daerah tersebut Didirikan pada abad ke-9 oleh Dinasti Sailendra, bangunan ini bukan hanya tempat ibadah, tetapi juga karya arsitektur yang menakju",0.0,"[0.0625, 0.02127659574468085, 0.0, 0.0]",1.0,5.333333333333333,48,9,0.11764705882352941,0.04081632653061225,0.0784313725490196,0.0784313725490196,[0.7085158228874207],6.447390079498291
31,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,504 arca Buddha,0.0,"[1.0, 1.0, 1.0, 0.0]",0.2635971381157267,0.42857142857142855,3,7,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,[0.7642239332199097],7.196515321731567
32,Di mana stupa utama terbesar Candi Borobudur berada?,"Stupa utama terbesar Candi Borobudur berada di tengah, memuncakkan bangunan ini, dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai dengan mudra Dharmachakra (memutar roda dharma)",0.2201061385590867,"[0.2894736842105263, 0.24324324324324326, 0.19444444444444445, 0.17142857142857143]",1.0,2.923076923076923,38,13,0.4444444444444445,0.372093023255814,0.4444444444444445,0.4444444444444445,[0.7879766821861267],7.072889804840088
33,Bagaimana stupa utama tersebut dihiasi?,Stupa utama dihiasi dengan 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai dengan mudra Dharmachakra (memutar roda dharma),0.5446093496749178,"[0.9166666666666666, 0.782608695652174, 0.6363636363636364, 0.5238095238095238]",0.7788007830714049,0.8,24,30,0.8163265306122449,0.6808510638297872,0.8163265306122449,0.8163265306122449,[0.9537498354911804],6.4271204471588135
34,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,"Sir Thomas Stamford Raffles, Gubernur Jenderal Inggris di Jawa",0.19460627138785044,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",0.740818220681718,0.7692307692307693,10,13,0.380952380952381,0.3157894736842105,0.380952380952381,0.380952380952381,[0.6564833521842957],6.575401306152344
35,Apa jabatan dari Sir Thomas Stamford Raffles?,"Gubernur Jenderal Inggris di JawaContext: Pada tahun 1814, Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris di Jawa, menemukan Candi Borobudur, yang tersembunyi di hutan belantara Raffles, yang tertarik dengan penemuan ini, memerintahkan agar candi tersebut dibersihka",0.07119802576104631,"[0.10416666666666667, 0.0851063829787234, 0.06521739130434782, 0.044444444444444446]",1.0,9.6,48,5,0.21739130434782605,0.18181818181818182,0.21739130434782605,0.21739130434782605,[0.6525325179100037],7.071516752243042
36,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?,"Posisi: Duduk dengan kaki bersila, tangan diletakkan di atas paha, telapak tangan menghadap ke atas, dan jari-jari terbuka Mudra: Dharmachakra mudra, yaitu mudra yang menunjukkan gerakan memutar roda dharma",0.0,"[0.2, 0.058823529411764705, 0.030303030303030304, 0.0]",1.0,1.6666666666666667,35,21,0.37499999999999994,0.13043478260869565,0.2916666666666667,0.2916666666666667,[0.619952380657196],7.1256303787231445
37,Kapan Candi Borobudur ditinggalkan?,Candi Borobudur ditinggalkan pada abad ke-10 saat pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok,0.2646015952359329,"[0.3333333333333333, 0.29411764705882354, 0.25, 0.2]",1.0,3.0,18,6,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,"{'error': 'Model firqaaa/indo-sentence-bert-base is currently loading', 'estimated_time': 20.0}",6.486911058425903
38,Mengapa Candi Borobudur ditinggalkan,Candi Borobudur ditinggalkan karena pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok,0.5834314315884552,"[1.0, 0.8571428571428571, 0.7692307692307693, 0.6666666666666666]",0.7165313105737893,0.75,15,20,0.8571428571428571,0.7272727272727273,0.8571428571428571,0.8571428571428571,"{'error': 'Model firqaaa/indo-sentence-bert-base is currently loading', 'estimated_time': 20.0}",6.673691034317017
39,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?,"Candi Borobudur adalah tempat ibadah bagi umat Buddha Setiap tahun, umat Buddha dari seluruh Indonesia dan luar negeri berkumpul untuk merayakan Trisuci Waisak",0.24789247697850256,"[0.5833333333333334, 0.34782608695652173, 0.18181818181818182, 0.14285714285714285]",0.9200444146293233,0.9230769230769231,24,26,0.5652173913043478,0.36363636363636365,0.5652173913043478,0.5652173913043478,"{'error': 'Model firqaaa/indo-sentence-bert-base is currently loading', 'estimated_time': 20.0}",8.410757541656494
40,Dimana letak Candi Borobudur?,"Candi Borobudur terletak di Magelang, Jawa Tengah, Indonesia",1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,10,10,1.0,1.0,1.0,1.0,[1.0000001192092896],7.207596778869629
41,Kapan Candi Borobudur dibangun?,Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra,0.5873949094699213,"[0.6666666666666666, 0.625, 0.5714285714285714, 0.5]",1.0,1.5,9,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.878574550151825],6.499060153961182
42,Siapa yang membangun Candi Borobudur?,"Candi Borobudur dibangun oleh Dinasti Sailendra, yang merupakan kerajaan Buddha yang berkuasa di Jawa Tengah pada abad ke-9",0.24941747177008258,"[0.3157894736842105, 0.2777777777777778, 0.23529411764705882, 0.1875]",1.0,3.1666666666666665,19,6,0.4799999999999999,0.4347826086956522,0.4799999999999999,0.4799999999999999,[0.9210727214813232],6.547418117523193
43,Apa fungsi utama Candi Borobudur?,Candi Borobudur adalah tempat ibadah Buddha,0.0,"[0.8333333333333334, 0.4, 0.0, 0.0]",0.7165313105737893,0.75,6,8,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.7142857142857143,[0.9705604910850525],7.131489038467407
44,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?","Candi Borobudur adalah monumen bersejarah yang merupakan simbol kekayaan budaya Indonesia Candi ini awalnya berfungsi sebagai tempat ibadah Buddha, tetapi juga memiliki nilai arsitektur yang luar biasa Candi Borobudur terletak di puncak bukit yang dikelilingi oleh pepohonan hijau Perpaduan unik antara arsitektur Indonesia dan seni Indi",0.0,"[0.19148936170212766, 0.08695652173913043, 0.022222222222222223, 0.0]",1.0,3.6153846153846154,47,13,0.2807017543859649,0.14545454545454545,0.21052631578947367,0.21052631578947367,[0.8294287919998169],7.345727443695068
45,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?",Candi Borobudur terletak di puncak bukit yang dikelilingi oleh pepohonan hijau Perpaduan unik antara arsitektur Indonesia dan seni India tercermin dalam keindahan struktur candi ini Candi ini memiliki sembilan tingkat yang dihiasi dengan relief batu yang kompleks Relief-relief ini menggambarkan ajaran Buddha dan cerita rakyat Jawa,0.08233704128013336,"[0.21739130434782608, 0.13333333333333333, 0.06818181818181818, 0.023255813953488372]",1.0,2.7058823529411766,46,17,0.3225806451612903,0.2,0.29032258064516125,0.29032258064516125,[0.6506811380386353],6.99835205078125
46,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?,"Candi Borobudur adalah sebuah monumen bersejarah yang merupakan simbol kekayaan budaya Indonesia Dibangun pada abad ke-9 oleh Dinasti Sailendra, candi ini awalnya berfungsi sebagai tempat ibadah Buddha, tetapi juga memiliki nilai arsitektur yang luar biasa Candi ini terletak di puncak bukit yang dikelilingi oleh pepohonan hijau Perpa",0.0,"[0.08163265306122448, 0.020833333333333332, 0.0, 0.0]",1.0,3.2666666666666666,49,15,0.12903225806451613,0.03333333333333333,0.09677419354838708,0.09677419354838708,[0.7717894315719604],7.3431267738342285
47,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.01852639578282833],6.717003107070923
48,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.0,0.0,0.0,0.0,[-0.08016626536846161],6.860715389251709
49,Bagaimana struktur kompleks Candi Borobudur terdiri?,"Candi Borobudur terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar Dindingnya dihiasi dengan 2672 panel relief, dan aslinya memiliki 504 arca Buddha Stupa utama terbesar berada di tengah, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arc",0.26939575688009704,"[0.29545454545454547, 0.27906976744186046, 0.2619047619047619, 0.24390243902439024]",1.0,2.75,44,16,0.45614035087719296,0.4363636363636364,0.45614035087719296,0.45614035087719296,[0.9196646213531494],7.1240317821502686
50,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,"2672 panel reliefContext: Candi Borobudur, yang terletak di Magelang, Jawa Tengah, Indonesia, adalah sebuah monumen bersejarah yang merupakan simbol kekayaan budaya Indonesia Dibangun pada abad ke-9 oleh Dinasti Sailendra, candi ini awalnya berfungsi sebagai tempat ibadah Buddha, tetapi juga memiliki nilai arsitektu",0.0,"[0.061224489795918366, 0.020833333333333332, 0.0, 0.0]",1.0,5.444444444444445,49,9,0.11538461538461539,0.04,0.07692307692307693,0.07692307692307693,[0.7201652526855469],7.076847791671753
51,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",0.0024787521766663585,0.14285714285714285,1,7,0.0,0.0,0.0,0.0,[-0.06060948967933655],6.489283323287964
52,Di mana stupa utama terbesar Candi Borobudur berada?,"Stupa utama terbesar berada di tengah, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma)",0.0985533048883624,"[0.20588235294117646, 0.15151515151515152, 0.09375, 0.03225806451612903]",1.0,2.6153846153846154,34,13,0.2857142857142857,0.2,0.2857142857142857,0.2857142857142857,[0.5162845253944397],6.577494144439697
53,Bagaimana stupa utama tersebut dihiasi?,Stupa utama dihiasi dengan 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma),0.74144123502279,"[0.9230769230769231, 0.88, 0.8333333333333334, 0.8260869565217391]",0.8574039191604413,0.8666666666666667,26,30,0.8627450980392156,0.8163265306122449,0.8627450980392156,0.8627450980392156,[0.962091863155365],7.156581401824951
54,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,"Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris di Jawa",0.16451929399933107,"[0.26666666666666666, 0.21428571428571427, 0.15384615384615385, 0.08333333333333333]",1.0,1.1538461538461537,15,13,0.30769230769230765,0.24999999999999994,0.30769230769230765,0.30769230769230765,[0.661188006401062],7.1505162715911865
55,Apa jabatan dari Sir Thomas Stamford Raffles?,"Anda adalah asisten untuk tugas menjawab pertanyaan Hanya gunakan potongan konteks yang diambil untuk menjawab pertanyaan Jika tidak ada jawaban dari konteks, katakan ""Saya tidak tahu"" Gunakan maksimal dua kalimat dan buatlah jawaban yang ringkas",0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,7.6,38,5,0.0,0.0,0.0,0.0,[0.04819502681493759],6.57599139213562
56,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",2.061153622438558e-09,0.047619047619047616,1,21,0.0,0.0,0.0,0.0,[0.0064358459785580635],6.600832223892212
57,Kapan Candi Borobudur ditinggalkan?,Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur,0.3237722713145643,"[0.4, 0.35714285714285715, 0.3076923076923077, 0.25]",1.0,2.5,15,6,0.6086956521739131,0.5714285714285715,0.6086956521739131,0.6086956521739131,[0.8551830053329468],7.440054655075073
58,Mengapa Candi Borobudur ditinggalkan,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",5.602796437537268e-09,0.05,1,20,0.0,0.0,0.0,0.0,[-0.0942072793841362],7.3724236488342285
59,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?,"Candi Borobudur adalah tempat ziarah keagamaan bagi umat Buddha dari seluruh dunia Setiap tahun, umat Buddha berkumpul di Candi Borobudur untuk memperingati Trisuci Waisak, hari suci umat Buddha yang memperingati kelahiran, pencerahan, dan kematian Buddha Gautama",0.1648546774159819,"[0.45, 0.23076923076923078, 0.13157894736842105, 0.05405405405405406]",1.0,1.5384615384615385,40,26,0.5423728813559322,0.31578947368421045,0.47457627118644075,0.47457627118644075,[0.8776265978813171],6.7614665031433105
60,Dimana letak Candi Borobudur?,"Candi Borobudur terletak di Magelang, Jawa Tengah, Indonesia",1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,10,10,1.0,1.0,1.0,1.0,[1.0000001192092896],6.69377326965332
61,Kapan Candi Borobudur dibangun?,Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra,0.5873949094699213,"[0.6666666666666666, 0.625, 0.5714285714285714, 0.5]",1.0,1.5,9,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.878574550151825],7.0144593715667725
62,Siapa yang membangun Candi Borobudur?,Candi Borobudur dibangun oleh Dinasti Sailendra,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6,6,1.0,1.0,1.0,1.0,[0.9999999403953552],7.308287620544434
63,Apa fungsi utama Candi Borobudur?,Candi Borobudur merupakan tempat ibadah bagi umat Buddha,0.0,"[0.625, 0.2857142857142857, 0.0, 0.0]",1.0,1.0,8,8,0.625,0.2857142857142857,0.625,0.625,[0.970352828502655],7.415099620819092
64,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?","Candi Borobudur merupakan tempat ibadah ajaran Buddha, sekaligus karya arsitektur yang memukau",0.0,"[0.46153846153846156, 0.16666666666666666, 0.0, 0.0]",1.0,1.0,13,13,0.43478260869565216,0.1904761904761905,0.2608695652173913,0.2608695652173913,[0.8980443477630615],6.804918527603149
65,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?","Candi Borobudur, yang berlokasi di Magelang, Jawa Tengah, Indonesia, merupakan sebuah monumen spektakuler yang mencerminkan kekayaan warisan budaya daerah tersebut Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini bukan hanya sebagai tempat ibadah, melainkan juga sebagai karya arsitektur yang memukau Terleta",0.0,"[0.125, 0.0, 0.0, 0.0]",1.0,2.823529411764706,48,17,0.1724137931034483,0.0,0.13793103448275862,0.13793103448275862,[0.3896239101886749],6.66783881187439
